282.0,477.0,4096,4096
2574.0,2491.0,1570.0,1322.0
4520.0,1840.0,2514.0,988.0
1392.0,1673.0,990.0,913.0
390.0,2973.0,502.0,1558.0
3859.0,3778.0,2200.0,1948.0
